iter	MultiClass
0	1.356505932
1	1.327160043
2	1.302098802
3	1.270498583
4	1.241213301
5	1.201117691
6	1.170248093
7	1.151321737
8	1.130155123
9	1.099277265
10	1.072281389
11	1.049374606
12	1.012762706
13	0.9958482536
14	0.9775720638
15	0.9555678712
16	0.924744226
17	0.9016388788
18	0.8876559823
19	0.8686015319
20	0.8506289859
21	0.8323893073
22	0.8155531521
23	0.7978951465
24	0.7798585199
25	0.7659839207
26	0.7465290734
27	0.7304959777
28	0.714058935
29	0.7003797224
30	0.6895714656
31	0.6745149352
32	0.6661529165
33	0.65391797
34	0.6444287192
35	0.6332617503
36	0.6251468557
37	0.6132081921
38	0.602863285
39	0.5949966935
40	0.5829557905
41	0.5703765155
42	0.5591154098
43	0.5462833027
44	0.5363325177
45	0.525765579
46	0.5166717493
47	0.5099400132
48	0.5018554723
49	0.4920152948
50	0.484640751
51	0.4773960131
52	0.4694916199
53	0.4627031006
54	0.4557555602
55	0.4501565585
56	0.4410372304
57	0.4322130556
58	0.4253237247
59	0.4183447238
60	0.4114874233
61	0.4049581309
62	0.3983964003
63	0.3921859298
64	0.3840801678
65	0.3792505651
66	0.3730492718
67	0.3690753328
68	0.3632008911
69	0.3571143371
70	0.3522756883
71	0.348269718
72	0.3436335232
73	0.338559324
74	0.333325791
75	0.3295299395
76	0.324193389
77	0.3172867888
78	0.3126662808
79	0.3087113824
80	0.3037112182
81	0.297941451
82	0.2933445905
83	0.2897958193
84	0.2853715024
85	0.2822863342
86	0.275819823
87	0.2716459526
88	0.2675041802
89	0.2634629926
90	0.258324998
91	0.2545830851
92	0.2502926455
93	0.2460610766
94	0.2422061799
95	0.2389517649
96	0.2341596827
97	0.230749071
98	0.227001494
99	0.223377438
100	0.2206093676
101	0.2180371752
102	0.2148067502
103	0.2125444667
104	0.2100801655
105	0.2076711753
106	0.2050559005
107	0.2007526748
108	0.1979056853
109	0.1960415858
110	0.1932788287
111	0.1905374004
112	0.1879111282
113	0.185092301
114	0.1829450843
115	0.1809055023
116	0.1789423953
117	0.1766814691
118	0.1743355357
119	0.1718672775
120	0.1699593861
121	0.1674359781
122	0.1651092816
123	0.1634967173
124	0.1620887693
125	0.1600467956
126	0.1587719328
127	0.1563894618
128	0.1541549057
129	0.152201313
130	0.1500724735
131	0.1476657488
132	0.1464408347
133	0.1448518627
134	0.143070675
135	0.1414954894
136	0.1404341619
137	0.1391490278
138	0.13750353
139	0.1360604323
140	0.134845963
141	0.1338419776
142	0.1322876539
143	0.1303259683
144	0.1293118418
145	0.1280125719
146	0.1269997702
147	0.1259871479
148	0.1249461818
149	0.1237624791
150	0.1226757004
151	0.1216215781
152	0.1203904885
153	0.1193130323
154	0.1182327408
155	0.1171925445
156	0.1158905172
157	0.1151658006
158	0.1139310506
159	0.113211267
160	0.112583758
161	0.111512189
162	0.1104870734
163	0.1097032801
164	0.1084974342
165	0.1075455511
166	0.1064916557
167	0.1057760189
168	0.1047266113
169	0.1035690371
170	0.1027891856
171	0.1020009993
172	0.1010097888
173	0.1001525585
174	0.0991887956
175	0.09829424316
176	0.09733442639
177	0.09634706478
178	0.09564474335
179	0.09513879001
180	0.09461517451
181	0.0935843052
182	0.09289504019
183	0.09233421784
184	0.09181466727
185	0.09095189941
186	0.09021028034
187	0.0894263154
188	0.08851476374
189	0.08774261435
190	0.0871516631
191	0.08637878065
192	0.08588308793
193	0.08512228816
194	0.08417981701
195	0.08346241717
196	0.08284975697
197	0.08210097518
198	0.08170234505
199	0.08125901331
200	0.08045986107
201	0.07998325461
202	0.07914376838
203	0.07863390868
204	0.0778459846
205	0.07738629437
206	0.07696769065
207	0.07656980595
208	0.07599863188
209	0.0755216122
210	0.07515807364
211	0.07467126455
212	0.07420467665
213	0.07369726517
214	0.07338089874
215	0.07290108711
216	0.07216754948
217	0.07164223518
218	0.07115950529
219	0.07085100779
220	0.07051521062
221	0.07008658196
222	0.06971542793
223	0.06923325267
224	0.06888345871
225	0.06840713418
226	0.06797344776
227	0.06761296777
228	0.06704109282
229	0.06663781083
230	0.06624604274
231	0.06594259909
232	0.06563577556
233	0.06519420389
234	0.06473318632
235	0.0644759231
236	0.06415915154
237	0.06380699768
238	0.06342844659
239	0.06318079709
240	0.0627144655
241	0.06236594146
242	0.06202773853
243	0.06175299611
244	0.06138805043
245	0.06109134286
246	0.06072168907
247	0.06042490492
248	0.0600550329
249	0.05961228229
250	0.05923497092
251	0.05904331877
252	0.05872866919
253	0.05834714133
254	0.05795671514
255	0.05769653562
256	0.05749320944
257	0.0572464405
258	0.0569602981
259	0.0566683551
260	0.05632277512
261	0.05610036151
262	0.05570244867
263	0.0553952878
264	0.05514391414
265	0.05493346343
266	0.05462536259
267	0.05436093554
268	0.05412504087
269	0.05382093557
270	0.05360058936
271	0.05324544741
272	0.05306964296
273	0.05279575986
274	0.05249462789
275	0.05223530196
276	0.05192889994
277	0.0515604299
278	0.05132889429
279	0.05109035618
280	0.05082328046
281	0.05051359986
282	0.05025569195
283	0.0499945941
284	0.04974636691
285	0.04955348715
286	0.04935905227
287	0.04915920189
288	0.04896116866
289	0.04880803936
290	0.04854641266
291	0.04829673208
292	0.0481115231
293	0.04777782752
294	0.04762356322
295	0.04742581806
296	0.04723181772
297	0.04708764233
298	0.04683325285
299	0.04665667594
300	0.04639473319
301	0.04611093762
302	0.04590192641
303	0.04570828716
304	0.04550451674
305	0.04531914744
306	0.04511088425
307	0.04484762046
308	0.04460965391
309	0.04440640237
310	0.04426937568
311	0.04393823166
312	0.04375885207
313	0.04355042922
314	0.0433263509
315	0.04321605904
316	0.04305805977
317	0.04290247588
318	0.04275399931
319	0.04251677065
320	0.04225671262
321	0.04199109815
322	0.0418861161
323	0.041782221
324	0.04166689989
325	0.04154255121
326	0.04141512889
327	0.04126347239
328	0.04103053493
329	0.04084806325
330	0.04065004174
331	0.04048848472
332	0.04038080375
333	0.04017603236
334	0.04001405914
335	0.03977712395
336	0.03957732826
337	0.03942590045
338	0.03930222673
339	0.03913786518
340	0.03896448709
341	0.03881660325
342	0.03867385666
343	0.03848207106
344	0.03838783535
345	0.03820850183
346	0.03807210848
347	0.03791501523
348	0.03781293116
349	0.03768660001
350	0.03748718183
351	0.03731720555
352	0.03712390223
353	0.0369448839
354	0.03681598636
355	0.0366639512
356	0.03657732402
357	0.03644072005
358	0.03629412187
359	0.03621819262
360	0.0361013169
361	0.03598448794
362	0.0358565712
363	0.03571818518
364	0.03561478587
365	0.03548764498
366	0.03540781449
367	0.03530177933
368	0.03514245402
369	0.03503123225
370	0.03492387332
371	0.03482146635
372	0.03469560242
373	0.0346058658
374	0.03446063462
375	0.03435789365
376	0.03425571531
377	0.03414426685
378	0.03402934519
379	0.03394926684
380	0.03381746097
381	0.03371245076
382	0.03360444546
383	0.03353055298
384	0.03345336903
385	0.03337203695
386	0.0332196051
387	0.03311744144
388	0.0330276875
389	0.03296997633
390	0.0328846666
391	0.03277595907
392	0.03269860273
393	0.03261024453
394	0.03249462624
395	0.0323636865
396	0.03229440015
397	0.03218384107
398	0.03209058678
399	0.03197087865
400	0.03178568947
401	0.03166586388
402	0.03152996991
403	0.03147331547
404	0.03140236298
405	0.0312990131
406	0.03115247821
407	0.03099078742
408	0.03090902693
409	0.03081535963
410	0.0307507388
411	0.03067867401
412	0.03056355013
413	0.03044728131
414	0.03036273026
415	0.03028279486
416	0.03020727476
417	0.03013486969
418	0.03003953969
419	0.02991393291
420	0.02984883012
421	0.02973863432
422	0.02963516163
423	0.02954333561
424	0.02946814522
425	0.02937809398
426	0.02923760585
427	0.02916462434
428	0.02908122278
429	0.02900726922
430	0.02891155803
431	0.02884364042
432	0.02875820814
433	0.02868862682
434	0.0286166367
435	0.02853428796
436	0.02843439502
437	0.02836775584
438	0.02830307864
439	0.02822376649
440	0.02814868741
441	0.02807506899
442	0.02802577155
443	0.02794670058
444	0.0278793721
445	0.0278007031
446	0.02772136444
447	0.02763149302
448	0.0275544211
449	0.0274711585
450	0.02739331819
451	0.02730210819
452	0.02722817753
453	0.02716014768
454	0.02707091946
455	0.02701793573
456	0.02696150411
457	0.02688739182
458	0.02681911159
459	0.02672345349
460	0.02665129152
461	0.02658926399
462	0.02653122164
463	0.02645057161
464	0.0263657288
465	0.02631238405
466	0.02625814847
467	0.02618779115
468	0.02613118591
469	0.02606297812
470	0.025974499
471	0.0258932709
472	0.02583850137
473	0.02579248388
474	0.02572280954
475	0.02564519622
476	0.02557698068
477	0.02551210924
478	0.02542194192
479	0.02536609984
480	0.02526056132
481	0.02517455055
482	0.02510920172
483	0.02503157786
484	0.0249813443
485	0.02490578958
486	0.02484925004
487	0.02480331917
488	0.02476427823
489	0.02470793351
490	0.02465489045
491	0.02460282042
492	0.02456105918
493	0.02452780604
494	0.0244847771
495	0.02443852813
496	0.02438758522
497	0.02432648625
498	0.02427972965
499	0.02421763461
500	0.02416976149
501	0.02409492618
502	0.02404637728
503	0.02399914108
504	0.02396495725
505	0.02392979939
506	0.02385511221
507	0.02379815454
508	0.02374161502
509	0.02367940758
510	0.0236377035
511	0.02358842973
512	0.02354897883
513	0.02347564266
514	0.023398784
515	0.02335127299
516	0.02327640458
517	0.02320524698
518	0.02316519903
519	0.02312941614
520	0.02306767734
521	0.02302281551
522	0.02296944218
523	0.02291781904
524	0.02287643364
525	0.02282340717
526	0.02276301009
527	0.0227194154
528	0.02265289797
529	0.02258545435
530	0.02252675253
531	0.02249573477
532	0.02242942164
533	0.02234604179
534	0.02228050449
535	0.02222914989
536	0.02215995683
537	0.02210529996
538	0.02204104508
539	0.0220016463
540	0.02195752612
541	0.02190563035
542	0.02186321124
543	0.02183288022
544	0.02179758943
545	0.02175438309
546	0.02170425373
547	0.02165945073
548	0.02160810307
549	0.0215768799
550	0.02154491533
551	0.02151718197
552	0.02146476377
553	0.02142441168
554	0.02137320145
555	0.02132852336
556	0.02128681233
557	0.02124919548
558	0.02119147285
559	0.0211419249
560	0.02109076771
561	0.02103685737
562	0.02100245464
563	0.02094621876
564	0.02091506249
565	0.02088664436
566	0.02084991571
567	0.0208059882
568	0.02077632619
569	0.02070429806
570	0.02066113768
571	0.02061957801
572	0.02056946822
573	0.0205202801
574	0.02048037867
575	0.02042671574
576	0.02037974657
577	0.02033812623
578	0.0202716937
579	0.02023555485
580	0.02016513471
581	0.02011169389
582	0.02006846409
583	0.02002427521
584	0.01998714355
585	0.01994345405
586	0.01990033939
587	0.01986665322
588	0.01979544352
589	0.01974997924
590	0.01970327319
591	0.019672552
592	0.01962459318
593	0.01958231429
594	0.01954994607
595	0.01950867704
596	0.01946713771
597	0.01943062006
598	0.01939223693
599	0.01935314017
600	0.01932697132
601	0.0192773117
602	0.01923706688
603	0.01920737952
604	0.01915455276
605	0.01911256278
606	0.01907173525
607	0.0190249341
608	0.01898519118
609	0.01894429476
610	0.01891911456
611	0.01887637576
612	0.01884280354
613	0.01879043584
614	0.01876806741
615	0.01873692237
616	0.01870222872
617	0.018665018
618	0.01862069115
619	0.018591217
620	0.01855613461
621	0.01851256482
622	0.01847214342
623	0.01839993484
624	0.01837358545
625	0.01833078631
626	0.01829209512
627	0.01825512154
628	0.01821278087
629	0.01818268366
630	0.01814547414
631	0.0181139442
632	0.01806920825
633	0.01805031755
634	0.01802281395
635	0.01796681764
636	0.01793340668
637	0.01789365814
638	0.01786687155
639	0.01783289641
640	0.01780188206
641	0.01776704496
642	0.01773793896
643	0.01771128655
644	0.01767879448
645	0.01764156288
646	0.0176133793
647	0.01757350272
648	0.01753843781
649	0.01750798982
650	0.01747724489
651	0.01744179857
652	0.01742272956
653	0.01738348331
654	0.01736004162
655	0.01732060731
656	0.01728979036
657	0.01726767556
658	0.01719825358
659	0.01718005932
660	0.01714624035
661	0.01711044747
662	0.01709255685
663	0.0170486536
664	0.01702243469
665	0.01699415903
666	0.01695694424
667	0.01692206556
668	0.01688483111
669	0.01685011232
670	0.01683135451
671	0.01680762646
672	0.01678111273
673	0.01674294942
674	0.01671002653
675	0.01667579315
676	0.01665002035
677	0.01662044999
678	0.01659244341
679	0.01655903503
680	0.01652872597
681	0.01649960487
682	0.01647756901
683	0.016455171
684	0.01642796677
685	0.01640243027
686	0.0163689392
687	0.01634650057
688	0.01632376807
689	0.01629478653
690	0.0162686408
691	0.01625393377
692	0.01623204225
693	0.01619599651
694	0.01616103786
695	0.01612929554
696	0.01611341715
697	0.01609365294
698	0.01606457757
699	0.01602051861
700	0.01600175294
701	0.01598025324
702	0.0159602843
703	0.01592803757
704	0.01589866454
705	0.01587872854
706	0.01585811935
707	0.01582524639
708	0.0158068877
709	0.01576416736
710	0.01572964446
711	0.01570500213
712	0.01567707854
713	0.01565517173
714	0.01563553665
715	0.01560536586
716	0.01558320823
717	0.0155587804
718	0.01553041229
719	0.01549953974
720	0.01547846007
721	0.01544729214
722	0.01541670901
723	0.01539374129
724	0.0153634717
725	0.01533999435
726	0.01531916999
727	0.01530319901
728	0.01526331994
729	0.01523124029
730	0.01520920689
731	0.01516730894
732	0.01514620209
733	0.01511964733
734	0.01510624286
735	0.01507662043
736	0.01505735117
737	0.01503594407
738	0.01501778659
739	0.01499651606
740	0.01496725373
741	0.01494935843
742	0.01493050977
743	0.01487792467
744	0.01485465354
745	0.01483206441
746	0.01481146429
747	0.01478406603
748	0.01476415962
749	0.0147361647
750	0.01471727265
751	0.01469550093
752	0.01467156934
753	0.01464509851
754	0.01462885775
755	0.01460052975
756	0.01457653813
757	0.0145587591
758	0.01453847274
759	0.01451951649
760	0.01449540596
761	0.01446758132
762	0.01444404308
763	0.01441745981
764	0.01439753526
765	0.01435647654
766	0.01434256246
767	0.01431995909
768	0.01430306631
769	0.0142794019
770	0.01424993613
771	0.0142181297
772	0.01418299796
773	0.01416485091
774	0.01415216642
775	0.01413320948
776	0.01411667859
777	0.01409384774
778	0.01406769473
779	0.01404922557
780	0.01401884488
781	0.01400437994
782	0.01397888389
783	0.01396662632
784	0.01394497289
785	0.01391710602
786	0.01389738978
787	0.01388090786
788	0.01386376103
789	0.01383218929
790	0.01381325695
791	0.01378641827
792	0.01377276282
793	0.01375644045
794	0.01373609097
795	0.01372135962
796	0.01370056078
797	0.01368085316
798	0.01365617573
799	0.01363441372
800	0.01361388277
801	0.01360394033
802	0.01358130559
803	0.0135561804
804	0.01352451795
805	0.01351151975
806	0.01348608842
807	0.013466861
808	0.01344877944
809	0.0134270224
810	0.01341051704
811	0.01339256502
812	0.01337551067
813	0.01335935668
814	0.01334917961
815	0.01333940826
816	0.01332002221
817	0.0133004758
818	0.0132758872
819	0.01324918736
820	0.01323068465
821	0.01320189722
822	0.0131813485
823	0.0131501364
824	0.01312727302
825	0.01310409028
826	0.01308949375
827	0.01307480087
828	0.01306142451
829	0.01304510376
830	0.01302869405
831	0.0130091442
832	0.01298939824
833	0.01297897959
834	0.01296291199
835	0.01294740033
836	0.01293322145
837	0.01291765133
838	0.01289761515
839	0.01288604233
840	0.01286573871
841	0.01284345687
842	0.01282588803
843	0.01281484993
844	0.01280443074
845	0.01278280855
846	0.0127565203
847	0.01274298338
848	0.0127226197
849	0.012702238
850	0.01268035789
851	0.01266386298
852	0.01264399713
853	0.01263010754
854	0.01261511095
855	0.01259590433
856	0.01258017516
857	0.01256434665
858	0.01254658607
859	0.01253079802
860	0.01251591368
861	0.01250168132
862	0.01247916121
863	0.01246921629
864	0.01244828191
865	0.01242621824
866	0.01241237698
867	0.012393035
868	0.01236688623
869	0.0123561203
870	0.01233947339
871	0.01232323237
872	0.01231126156
873	0.01229947823
874	0.01228060721
875	0.01226740545
876	0.01225395216
877	0.01223943427
878	0.01222458566
879	0.01221307684
880	0.01220076407
881	0.01217750894
882	0.01215654219
883	0.01214438931
884	0.01212439034
885	0.01210105334
886	0.01208117532
887	0.01206957713
888	0.0120576201
889	0.01204447177
890	0.0120272822
891	0.01201794381
892	0.01200083697
893	0.01198856286
894	0.0119662706
895	0.01194920165
896	0.01193202918
897	0.01191413502
898	0.01189774547
899	0.0118769526
900	0.01186269249
901	0.01185176976
902	0.01184002086
903	0.011829164
904	0.01181813808
905	0.01180584029
906	0.01178928242
907	0.0117751443
908	0.01176392709
909	0.01175535027
910	0.01174257885
911	0.01172243486
912	0.01170448747
913	0.01168664037
914	0.01167476492
915	0.01166375954
916	0.01164818586
917	0.01163546855
918	0.01161990616
919	0.0116047241
920	0.01159240707
921	0.01157680124
922	0.011553631
923	0.01154153189
924	0.01152411448
925	0.01150709267
926	0.01149214348
927	0.01147984669
928	0.01146327187
929	0.01144735053
930	0.01143384192
931	0.0114172768
932	0.01140786287
933	0.0113899943
934	0.01137559998
935	0.01135906675
936	0.01134243086
937	0.01132961166
938	0.01131774356
939	0.01130424077
940	0.01129180993
941	0.01126743638
942	0.01125476359
943	0.01123684411
944	0.01122066878
945	0.01120784772
946	0.01119369537
947	0.01118214191
948	0.01117044082
949	0.01115939795
950	0.01114156393
951	0.01112845969
952	0.01111698795
953	0.01110689762
954	0.01108424624
955	0.01107383906
956	0.01106203667
957	0.01104942435
958	0.01102908469
959	0.01101827893
960	0.01100442676
961	0.01098820279
962	0.01097545208
963	0.01096566348
964	0.01095241309
965	0.01094185026
966	0.01092335762
967	0.01090567379
968	0.0108951787
969	0.01088460217
970	0.01087318385
971	0.01086211286
972	0.01085121965
973	0.01083539352
974	0.01082502822
975	0.01081448131
976	0.01080440757
977	0.01078719815
978	0.01077359917
979	0.01076353439
980	0.01075393114
981	0.01074305181
982	0.01073351184
983	0.01072385608
984	0.01071339664
985	0.0107062006
986	0.01069237254
987	0.01068179478
988	0.01067054265
989	0.0106602176
990	0.01064775469
991	0.01063694796
992	0.01062653056
993	0.01061573256
994	0.01060848167
995	0.01060158028
996	0.01059045449
997	0.01057851779
998	0.01056458016
999	0.0105518645
